Date Filename
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2019/mln201912q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2019/mln201901q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2019/mln201902q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2019/mln201903q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202004q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202005q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202006q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202007q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202008q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202009q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202010q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202011q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202012q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202001q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202002q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2020/mln202003q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202104q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202105q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202106q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202107q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202108q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202109q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202110q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202111q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202112q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202101q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202102q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202103q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202104q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202105q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202106q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2021/mln202107q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202208q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202209q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202210q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202211q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202212q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202201q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202202q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202203q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202204q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202205q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202206q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2022/mln202207q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202308q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202309q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202310q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202311q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202312q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202301q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202302q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202303q3h.txt
2023/07/07 https://amrc.ssec.wisc.edu/data/ftp/pub/aws/q3h/2023/mln202304q3h.txt
